Organisation,Sitz,Gesetzliche Grundlage ihrer Errichtung,Zahl der überwiegend als Interessenvertreter tätigen Personen,Bestätigte geschätzte Kosten der Interessenvertretung in ,Jahr,Webseite
Landesgremium des Fahrzeughandels,"Robert Graf-Platz 1, 7000 Eisenstadt","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"15965,77",2014,"https://www.wko.at/Content.Node/branchen/b/Fahrzeughandel/Startseite_-_Fahrzeughandel,_Landesgremium.html"
Fachgruppe der Gesundheitsbetriebe,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"15979,2",2014,http://wko.at//tourismus/gesundheit
Landesinnung der Mechatroniker,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"16037,33",2014,http://noe.mechatroniker.at
Landesgremium des Direktvertriebes,"Europaplatz 1, 9021 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"16043,71",2014,"https://www.wko.at/Content.Node/branchen/k/Direktvertrieb/Startseite_-_Direktvertrieb,_Landesgremium.html"
Fachgruppe Druck,"Grünangergasse 4, 1010 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"16047,24",2014,http://www.druck.or.at
Landesgremium der Versicherungsagenten,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"16072,04",2014,http://www.dieversicherungsagenten.at/noe
"Landesinnung der Fußpfleger, Kosmetiker und Masseure","Europaplatz 1, 9021 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"16097,52",2014,https://www.wko.at/content.Node/branchen/k/Fusspfleger--Kosmetiker-und-Masseure/Startseite-Fusspfleger-Kosmetiker-und-Masseure.html
Landesinnung Holzbau,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"16146,42",2014,http://wko.at/noe/zimmermeister
"Landesgremium des Kunst-, Antiquitäten- und Briefmarkenhandels","Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"16156,74",2014,http://www.wko.at/wien/kunsthandel
Fachgruppe der Reisebüros,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"16285,26",2014,http://wko.at/noe/reisebueros
Landesgremium des Elektro- und Einrichtungsfachhandel,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,16383,2014,"https://www.wko.at/Content.Node/branchen/sbg/Elektro--und-Einrichtungsfachhandel/Startseite_-_Elektro-_und_Einrichtungsfachhandel,_Landesgre.html"
Landesinnung der Friseure,"Wichnergasse 9, 6800 Feldkirch","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"16410,3",2014,https://www.wko.at/Content.Node/branchen/vbg/Friseure/Startseite-Friseure.html
Landesinnung der Kunsthandwerke,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"16543,11",2014,http://wko.at/noe/kunsthandwerke
Landesgremium der Versicherungsagenten,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"16582,29",2014,http://wko.at/stmk/va
Landesgremium der Tabaktrafikanten,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"16691,87",2014,http://wko.at/noe/trafikanten
Landesgremium des Juwelen- und Uhrenhandel,"Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"16751,53",2014,http://www.wko.at/wien/Schmuckhandel
Fachgruppe für die Beförderungsgewerbe mit Personenkraftwagen,"Robert Graf-Platz 1, 7000 Eisenstadt","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"16751,79",2014,"https://www.wko.at/content.Node/branchen/b/TransportVerkehr/Befoerderungsgewerbe-mit-Personenkraftwagen/Startseite_-_Befoerderungsgewerbe_mit_Personenkraftwagen,_F.html"
"Landesinnung der Chemische Gewerbe u.Denkmal-,Fassaden- u.Gebäudereiniger","Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"16815,55",2014,http://www.profisfuersleben.at/
Fachgruppe der Versicherungsmakler und Berater in Versicherungsangelegenheiten,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"16827,7",2014,http://www.ihrversicherungsmakler.at
"Landesinnung der Chemische Gewerbe u.Denkmal-,Fassaden- u.Gebäudereiniger","Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"16839,66",2014,http://wko.at/ooe/ChemischeGewerbe
Landesinnung Holzbau,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"16839,66",2014,https://www.wko.at/Content.Node/branchen/ooe/Holzbau/Startseite-Holzbau.html
Landesinnung der Gärtner und Floristen,"Koschutastraße 4, 9020 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"16904,7",2014,https://www.wko.at/content.Node/branchen/k/Gaertner-und-Floristen/Startseite-Gaertner-und-Floristen.html
Landesinnung der Rauchfangkehrer,"Rudolf-Sallinger-Platz 1, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"17048,92",2014,https://www.wko.at/content.Node/branchen/w/Rauchfangkehrer-und-Bestatter/Startseite-Rauchfangkehrer-und-Bestatter.html
Landesinnung der Metalltechniker,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,17143,2014,https://www.wko.at/Content.Node/branchen/sbg/Metalltechniker/Startseite-Metalltechniker.html
Landesinnung der Tischler und Holzgestaltende Gewerbe,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,17176,2014,https://www.wko.at/Content.Node/branchen/sbg/Tischler-und-Holzgestaltende-Gewerbe/Startseite-Tischler-und-Holzgestaltende-Gewerbe.html
Landesinnung der Mechatroniker,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"17180,03",2014,http://wko.at/stmk/mechatroniker
Landesinnung Holzbau,"Koschutastraße 4, 9020 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"17281,39",2014,https://www.wko.at/content.Node/branchen/k/Holzbau/Startseite-Holzbau.html
Landesgremium des Papier- und Spielwarenhandels,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"17341,46",2014,http://www.wko.at/noe/papierhandel/
Landesgremium des Lebensmittelhandels,"Wichnergasse 9, 6800 Feldkirch","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"17465,21",2014,http://wko.at/vlbg/lebensmittelhandel
Landesinnung der Friseure,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,17469,2014,https://www.wko.at/Content.Node/branchen/sbg/Friseure/Startseite-Friseure.html
Landesgremium der Handelsagenten,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,17518,2014,"https://www.wko.at/Content.Node/branchen/sbg/Handelsagenten/Startseite_-_Handelsagenten,_Landesgremium.html"
Landesgremium der Handelsagenten,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"17568,43",2014,"https://www.wko.at/Content.Node/branchen/t/Handelsagenten/Startseite_-_Handelsagenten,_Landesgremium.html"
Fachgruppe Werbung und Marktkommunikation,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"17570,84",2014,http://www.werbung-ooe.at
"Landesgremium des Handels mit Arzneimitteln, Dorgerie- und Parfümeriewaren sowie Chemikalien und Farben","Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"17570,84",2014,http://wko.at/ooe/drogerien
Landesinnung der Gesundheitsberufe,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"17570,84",2014,https://www.wko.at/Content.Node/branchen/ooe/Gesundheitsberufe/Startseite-Gesundheitsberufe.html
Landesinnung der Bauhilfsgewerbe,"Koschutastraße 4, 9020 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"17604,26",2014,https://www.wko.at/content.Node/branchen/k/Bauhilfsgewerbe/Startseite-Bauhilfsgewerbe.html
Landesinnung der Gärtner und Floristen,"Rudolf-Sallinger-Platz 1, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"17643,7",2014,https://www.wko.at/content.Node/branchen/w/Gaertner-und-Floristen/Startseite-Gaertner-und-Floristen.html
Landesinnung der Schuhmacher,"Rudolf-Sallinger-Platz 1, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"17643,7",2014,https://https://www.wko.at/content.Node/branchen/w/Schuhmacher/Startseite-Schuhmacher.html
Fachgruppe der Versicherungsmakler und Berater in Versicherungsangelegenheiten,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"17757,99",2014,http://www.noe-versicherungsmakler.at
Landesgremium des Fahrzeughandels,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"17777,42",2014,http://wko.at//fahrzeughandel/
"Landesinnung der Dachdecker, Glaser und Spengler","Wichnergasse 9, 6800 Feldkirch","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"17992,67",2014,https://www.wko.at/content.Node/branchen/vbg/Dachdecker-Glaser-und-Spengler/Startseite-Dachdecker-Glaser-und-Spengler.html
"Bundesinnung der Hafner, Platten- und Fliesenleger und Keramiker","Schaumburgergasse 20/6, 1040 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"18075,84",2014,http://www.wko.at/hafner
Bundesinnung Holzbau,"Schaumburgergasse 20/6, 1040 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"18075,84",2014,http://www.wko.at/zimmermeister
Fachgruppe für das Güterbeförderungsgewerbe,"Robert Graf-Platz 1, 7000 Eisenstadt","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"18155,38",2014,"https://www.wko.at/content.Node/branchen/b/TransportVerkehr/Gueterbefoerderungsgewerbe/Startseite_-_Gueterbefoerderungsgewerbe,_Fachgruppe_.html"
"Landesinnung der Sanitär-, Heizungs- und Lüftungstechniker","Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"18164,1",2014,https://www.wko.at/content.Node/branchen/stmk/Rauchfangkehrer-und-Bestatter/Startseite-Rauchfangkehrer-und-Bestatter.html
Landesgremium der Versicherungsagenten,"Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"18238,48",2014,http://www.dieversicherungsagenten.at/wien/
"Landesgremium des Handels mit Arzneimitteln, Dorgerie- und Parfümeriewaren sowie Chemikalien und Farben","Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"18441,09",2014,http://wko.at/stmk/303
Fachgruppe der Freizeit- und Sportbetriebe,"Europaplatz 1, 9021 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"18465,26",2014,https://www.wko.at/content.Node/branchen/k/Freizeit--und-Sportbetriebe/Startseite---Freizeit--und-Sportbetriebe--Fachgruppe.html
Landesgremium des Elektro- und Einrichtungsfachhandel,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"18501,79",2014,http://wko.at/noe/elektro-einrichtung
Landesinnung der Gesundheitsberufe,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"18526,58",2014,http://wko.at/noe/gesundheitsberufe
Fachgruppe Werbung und Marktkommunikation,"Robert Graf-Platz 1, 7000 Eisenstadt","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"18548,39",2014,https://www.wko.at/content.Node/branchen/b/sparte_iuc/Werbung-und-Marktkommunikation/Startseite---Werbung-und-Marktkommunikation--Fachgruppe.html
Landesinnung der Lebensmittelgewerbe,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,18641,2014,https://www.wko.at/content.Node/branchen/sbg/Lebensmittelgewerbe/Startseite-Lebensmittelgewerbe.html
"Landesinnung der Sanitär-, Heizungs- und Lüftungstechniker","Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,18772,2014,http://www.wko.at/sbg/sanitär
"Landesgremium des Großhandels mit Arzneimitteln, Parfümeriewaren sowie des Handels mit Farben und Lacken","Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"18833,26",2014,http://www.wko.at/wien/pharmagrosshandel
Fachgruppe Ingenieurbüros,"Europaplatz 1, 9021 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"18949,58",2014,https://www.wko.at/content.Node/branchen/k/sparte_iuc/Ingenieurbueros/Startseite---Ingenieurbueros--Fachgruppe.html
Landesgremium des Großhandels mit Mode und Freizeitartikeln,"Schwarzenbergplatz 14, 1040 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"18952,22",2014,http://www.wko.at/wien/mode-freizeitartikel-gh
Landesgremium der Versicherungsagenten,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"19033,19",2014,http://wko.at/ooe/versicherungsagenten
"Landesgremium des Versand-, Internet- und allgemeinen Handels","Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"19105,45",2014,"https://www.wko.at/Content.Node/branchen/t/Versand---Internet--und-allgemeiner-Handel/Startseite_-_Versand-,_Internet-_und_allgemeiner_Handel,_La.html"
"Landesgremium des Baustoff-, Eisen-, Hartwaren- und Holzhandels","Europaplatz 1, 9021 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"19111,01",2014,"https://www.wko.at/content.Node/branchen/k/Baustoff---Eisen---Hartwaren--und-Holzhandel/Startseite_-_Baustoff-,_Eisen-,_Hartwaren-_und_Holzhandel,_.html"
Landesgremium der Handelsagenten,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"19171,21",2014,"https://www.wko.at/Content.Node/branchen/noe/Handelsagenten/Startseite_-_Handelsagenten,_Landesgremium.html"
"Landesinnung der Fußpfleger, Kosmetiker und Masseure","Robert Graf-Platz 1, 7000 Eisenstadt","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"19289,49",2014,https://www.wko.at/content.Node/branchen/b/Fusspfleger--Kosmetiker-und-Masseure/Startseite-Fusspfleger-Kosmetiker-und-Masseure.html
Landesinnung der Friseure,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"19308,64",2014,http://wko.at//friseure
Landesinnung der Rauchfangkehrer,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"19319,97",2014,http://www.rauchfangkehrer.org
"Landesinnung der Elektro-, Gebäude-, Alarm- und Kommunikationstechniker","Koschutastraße 4, 9020 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"19380,07",2014,https://www.wko.at/content.Node/branchen/k/Elektro-Gebaeude-Alarm-und-Kommunikationstechniker/Startseite-Elektro-Gebaeude-Alarm-Kommunikationstechniker.html
Landesinnung der Lebensmittelgewerbe,"Wichnergasse 9, 6800 Feldkirch","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"19575,03",2014,https://www.wko.at/content.Node/branchen/vbg/Lebensmittelgewerbe/Startseite-Lebensmittelgewerbe.html
Landesgremium des Parfümerie- und Drogerie-Einzelhandels,"Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"19725,44",2014,"https://www.wko.at/Content.Node/branchen/w/ParfuemerieDrogerieEinzelhandel/Startseite_-_Parfuemerie-_und_Drogerie-Einzelhandel,_Landes.html"
"Landesinnung der Elektro-, Gebäude-, Alarm- und Kommunikationstechniker","Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,19749,2014,http://www.wko.at/sbg/elektro
Fachgruppe der Reisebüros,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"19764,36",2014,http://wko.at/ooe/reise
Fachgruppe der Versicherungsmakler und Berater in Versicherungsangelegenheiten,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"19764,36",2014,http://www.versicherungsmakler-ooe.at
Landesgremium des Elektro- und Einrichtungsfachhandel,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"19764,36",2014,http://wko.at/ooe/elektroeinrichten
Landesinnung der Gärtner und Floristen,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"19764,36",2014,http://wko.at/ooe/Gaertner-Floristen
Landesgremium des Direktvertriebes,"Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"20022,83",2014,"https://www.wko.at/Content.Node/branchen/w/Direktvertrieb/Startseite_-_Direktvertrieb,_Landesgremium.html"
Fachgruppe Entsorgungs- und Ressourcenmanagement,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"20212,53",2014,http://wko.at/noe/abfallwirtschaft
Landesinnung der Tischler und Holzgestaltende Gewerbe,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"20265,91",2014,http://wko.at//tischler
Landesinnung der Friseure,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"20410,88",2014,http://wko.at/noe/friseure
"Landesinnung der Chemische Gewerbe u.Denkmal-,Fassaden- u.Gebäudereiniger","Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"20419,67",2014,https://www.wko.at/Content.Node/branchen/t/Chemische-Gewerbe-und-der-Denkmal-Fassaden-und-Gebaeudereiniger/Kontaktstartseite_Chemisches_Gewerbe.html
"Fachgruppe der Autobus-, Luftfahrt- und Schifffahrtunternehmungen","Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,20446,2014,"https://www.wko.at/Content.Node/branchen/sbg/TransportVerkehr/Autobus-Luftfahrt-und-Schifffahrtunternehmungen-Fachverband/Startseite_-_Autobus-,_Luftfahrt-"
Landesgremium des Lebensmittelhandels,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,20488,2014,https://www.wko.at/Content.Node/branchen/sbg/Lebensmittelhandel/Startseite_-_Lebensmittelhandel__Landesgremium.html
"Fachgruppe der Garagen-, Tankstellen- und Servicestationsunternehmungen","Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"20495,54",2014,http://wko.at/ooe/Tankstellen
Landesgremium der Tabaktrafikanten,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"20495,54",2014,http://wko.at/ooe/trafikanten
"Landesgremium des Versand-, Internet- und allgemeinen Handels","Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"20495,54",2014,http://wko.at/ooe/allgemeinerhandel
Landesinnung der Kunsthandwerke,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"20495,54",2014,http://wko.at/ooe/kunsthandwerk
Landesinnung der Mechatroniker,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"20495,54",2014,http://www.mechatroniker-ooe.at
Fachgruppe der Reisebüros,"Judenplatz 3-4, 1010 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"20617,61",2014,http://www.wko.at/wien/reisebueros
Fachgruppe der Transporteure,"Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"20617,61",2014,"https://www.wko.at/Content.Node/branchen/w/TransportVerkehr/Startseite_-_Transporteure,_Fachgruppe.html"
"Landesgremium des Baustoff-, Eisen-, Hartwaren- und Holzhandels","Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"20617,61",2014,http://wko.at/wien/bau-eisen-holz
"Landesgremium des Foto-, Optik- und Medizinproduktehandels","Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"20617,61",2014,"https://www.wko.at/Content.Node/branchen/w/Foto---Optik--und-Medizinproduktehandel/Startseite_-_Foto-,_Optik-_und_Medizinproduktehandel,_Lande.html"
Landesgremium des Handels mit Computern und Bürosystemen,"Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"20617,61",2014,http://www.wko.at/wien/computer
Landesinnung der Tischler und Holzgestaltende Gewerbe,"Rudolf-Sallinger-Platz 1, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"20617,61",2014,https://www.wko.at/content.Node/branchen/w/Tischler-und-Holzgestaltende-Gewerbe/Startseite-Tischler-und-Holzgestaltende-Gewerbe.html
Fachgruppe der Immobilien- und Vermögenstreuhänder,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,20772,2014,http://wko.at/sbg/immobilien
Fachgruppe Finanzdienstleister,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,20772,2014,http://wko.at/sbg/finanzdienstleister
Bundesinnung der Kunststoffverarbeiter,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"20819,87",2014,http://www.kunststoffverarbeiter.at
Fachgruppe der Seilbahnen,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,20891,2014,"https://www.wko.at/content.Node/branchen/sbg/TransportVerkehr/Seilbahnen/Startseite_-_Seilbahnen,_Fachgruppe.html"
Landesinnung der Gärtner und Floristen,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",2,"20906,75",2014,http://wko.at/noe/gaertner-floristen
